id,Tournament Name,Date,Placement,Start Placement,End Placement,Tier,Team,Opposing Team,Score,Opposing Score,Earnings
ALOHADANCE,Dota 2 Champions League Season 10,2017-02-19,1st,1.0,,Minor,F.R.I.E.N.D.S.,Horde,2,0,2500
ALOHADANCE,Dota2 Ice Cup,2017-01-22,13 - 16th,13.0,16.0,Minor,F.R.I.E.N.D.S.,Sanguine Sharks,-,W,0
ALOHADANCE,OMEN Dota 2 Cup,2017-01-21,5 - 8th,5.0,8.0,Minor,F.R.I.E.N.D.S.,Question Mark,0,2,106
ALOHADANCE,ProDotA Cup Europe #13,2017-01-07,2nd,2.0,,Minor,F.R.I.E.N.D.S.,Rebels,1,3,1000
ALOHADANCE,WellPlay Invitational #6,2016-12-17,5 - 8th,5.0,8.0,Minor,F.R.I.E.N.D.S.,Team Liquid,0,2,0
ALOHADANCE,WellPlay Invitational #5,2016-12-01,3rd,3.0,,Minor,F.R.I.E.N.D.S.,Horde,0,2,0
ALOHADANCE,Dota 2 Danger Cup Season 1,2016-11-29,2nd,2.0,,Minor,F.R.I.E.N.D.S.,Rebels,1,2,1000
ALOHADANCE,Royal Arena #1,2016-11-22,3rd,3.0,,Minor,F.R.I.E.N.D.S.,Ad Finem,2,0,500
ALOHADANCE,Treasure Arena #1,2016-11-15,5 - 8th,5.0,8.0,Minor,F.R.I.E.N.D.S.,Horde,0,1,0
ALOHADANCE,ProDotA Cup Europe #12,2016-11-13,13 - 16th,13.0,16.0,Minor,F.R.I.E.N.D.S.,Skorokhod+4,0,1,0
ALOHADANCE,Dota 2 Champions League Season 9,2016-11-09,5 - 8th,5.0,8.0,Minor,Team Empire,Skorokhod+4,1,2,0
ALOHADANCE,ProDotA Cup Europe #11,2016-11-07,2nd,2.0,,Minor,Team Empire,F.R.I.E.N.D.S.,1,3,1000
ALOHADANCE,FACEIT Invitational,2016-10-18,3 - 4th,3.0,4.0,Major,Team Empire,Team Secret,0,1,4000
ALOHADANCE,BTS Europe #4,2016-09-22,9 - 12th,9.0,12.0,Minor,Team Empire,,,,0
ALOHADANCE,Elements Cup #2,2016-09-17,5th,5.0,,Minor,Team Empire,,,,0
ALOHADANCE,StarLadder i-League StarSeries Season 2,2016-07-23,4th,4.0,,Premier,F.R.I.E.N.D.S.,Fnatic,0,2,22500
ALOHADANCE,ESL One Frankfurt 2016,2016-06-18,7 - 8th,7.0,8.0,Premier,Virtus.pro,Natus Vincere,1,2,6291
ALOHADANCE,DreamLeague Season 5,2016-05-22,3rd,3.0,,Major,Virtus.pro,Natus Vincere,1,2,15000
ALOHADANCE,EPICENTER 2016,2016-05-13,7 - 8th,7.0,8.0,Premier,Virtus.pro,CompLexity Gaming,1,2,10000
ALOHADANCE,DreamLeague Season 5 League Play,2016-04-21,3rd,3.0,,Minor,Virtus.pro,,,,8000
ALOHADANCE,StarLadder i-League Invitational Season 1,2016-04-16,5 - 6th,5.0,6.0,Premier,Virtus.pro,Vici Gaming Reborn,1,2,5000
ALOHADANCE,Dota Pit League Season 4,2016-03-19,5 - 8th,5.0,8.0,Premier,Team Empire,Evil Geniuses,1,2,0
ALOHADANCE,BTS Europe #2,2016-02-15,1st,1.0,,Minor,Team Empire,London Conspiracy,3,0,5000
ALOHADANCE,Captains Draft 3.0,2016-02-14,5 - 6th,5.0,6.0,Major,Team Empire,Mamas Boys,0,2,6208
ALOHADANCE,NoShang Invitational,2016-02-13,13 - 16th,13.0,16.0,Minor,Team Empire,Samurai Champloo,-,W,0
ALOHADANCE,World Cyber Arena 2015,2015-12-19,5 - 8th,5.0,8.0,Premier,Team Empire,LGD Gaming,1,2,0
ALOHADANCE,D2CL Christmas Charity Magic,2015-12-09,5 - 8th,5.0,8.0,Major,Team Empire,Team Spirit,1,2,0
ALOHADANCE,Game Show Global eSports Cup Season 1,2015-12-06,1st,1.0,,Premier,Team Empire,4 Clover & Lepricon,3,1,125000
ALOHADANCE,The Defense Season 5,2015-12-06,5 - 12th,5.0,12.0,Major,Team Empire,,,,0
ALOHADANCE,DreamLeague Season 4,2015-11-28,2nd,2.0,,Major,Team Empire,OG,0,3,30000
ALOHADANCE,PGL Dota 2 Pro-AM,2015-11-24,2nd,2.0,,Major,Team Empire,CIS Rejects,1,2,6000
ALOHADANCE,Dota 2 Champions League Season 6,2015-11-12,2nd,2.0,,Major,Team Empire,Team Liquid,1,3,12500
ALOHADANCE,World Cyber Arena 2015 - Europe Open Qualifiers,2015-11-01,2nd,2.0,,Minor,Team Empire,Alliance,1,2,3000
ALOHADANCE,World Cyber Arena 2015 - European Pro Qualifiers,2015-09-21,5 - 8th,5.0,8.0,Major,Team Empire,Ninjas in Pyjamas,0,2,3000
ALOHADANCE,Alienware Summer's End Cup,2015-09-12,5 - 8th,5.0,8.0,Minor,Team Empire,Golden Boys,0,2,0
ALOHADANCE,The International 2015,2015-08-04,9 - 12th,9.0,12.0,Premier,Team Empire,MVP Phoenix,0,2,221155
ALOHADANCE,Esportal Dota 2 League,2015-07-05,2nd,2.0,,Premier,Team Empire,Virtus.pro,2,3,16000
ALOHADANCE,MarsTV Dota 2 League 2015 Spring,2015-06-07,2nd,2.0,,Premier,Team Empire,Team Secret,1,3,48363
ALOHADANCE,DreamLeague Season 3,2015-05-23,8th,8.0,,Premier,Team Empire,,,,0
ALOHADANCE,Dota 2 Champions League Season 5,2015-05-10,1st,1.0,,Premier,Team Empire,Vici Gaming,3,0,39752
ALOHADANCE,Dota Pit League Season 3,2015-05-05,9 - 10th,9.0,10.0,Premier,Team Empire,Team Tinker,1,2,0
ALOHADANCE,joinDOTA MLG Pro League Season 1,2015-04-12,1st,1.0,,Premier,Team Empire,Evil Geniuses,2,1,34584
ALOHADANCE,Major All Stars Dota 2 Tournament,2015-03-22,2nd,2.0,,Major,Team Empire,Invictus Gaming,0,2,16797
ALOHADANCE,joinDOTA Masters XV,2015-01-25,1st,1.0,,Minor,Team Empire,Alliance,3,0,10000
ALOHADANCE,Alienware Area 51 Dota 2 Cup,2015-01-22,3 - 4th,3.0,4.0,Minor,Team Empire,Ninjas in Pyjamas,1,2,1500
ALOHADANCE,StarLadder StarSeries Season 11,2015-01-18,1st,1.0,,Premier,Team Empire,Virtus.pro Polar,3,1,38934
ALOHADANCE,Esportal Dota 2 League Invitational Tournament 1,2014-12-14,1st,1.0,,Major,Team Empire,Virtus.pro Polar,3,2,8723
ALOHADANCE,GG League Season 2,2014-12-07,3 - 4th,3.0,4.0,Minor,Album Sheets,Vega Squadron,0,2,0
ALOHADANCE,Yard Red Festival,2014-10-27,9 - 12th,9.0,12.0,Minor,Album Sheets,SQreen's Squad,0,1,0
ALOHADANCE,Game Show League Season 1,2014-09-12,5 - 6th,5.0,6.0,Major,HellRaisers,,,,3000
ALOHADANCE,StarLadder StarSeries Season 8,2014-01-19,5 - 16th,5.0,16.0,Premier,Flipsid3 Tactics,,,,0
ALWAYSWANNAFLY,EPICENTER XL,2018-05-06,3rd,3.0,,Premier,FlyToMoon,Team Liquid,1,2,110000
ALWAYSWANNAFLY,StarLadder ImbaTV Invitational Season 5,2018-04-15,5 - 6th,5.0,6.0,Major,FlyToMoon,VGJ.Thunder,0,2,15000
ALWAYSWANNAFLY,World Electronic Sports Games 2017,2018-03-15,9 - 16th,9.0,16.0,Premier,UAshki,,,,10000
ALWAYSWANNAFLY,OverPower Cup Europe #3,2018-02-05,2nd,2.0,,Minor,Gambit Esports,5 Anchors No Captain,1,3,500
ALWAYSWANNAFLY,MID.TV Challenge Cup,2018-01-17,1st,1.0,,Minor,Gambit Esports,Team Doggie,2,1,10000
ALWAYSWANNAFLY,ProDotA Cup Europe #25,2017-12-28,1st,1.0,,Minor,Gambit Esports,Team Doggie,3,0,1500
ALWAYSWANNAFLY,ProDotA Cup Europe #24,2017-11-30,1st,1.0,,Minor,Gambit Esports,Double Dimension,3,0,1500
ALWAYSWANNAFLY,ProDotA Cup Europe #23,2017-11-02,1st,1.0,,Minor,Gambit Esports,M19,3,0,1500
ALWAYSWANNAFLY,FACEIT Pro League - Europe: September 2017,2017-09-30,15th,15.0,,Monthly,Gambit Esports,,,,500
ALWAYSWANNAFLY,Blood in the Streets #1,2017-07-23,1st,1.0,,Minor,Gambit Esports,@ANIME PRO BOKSA,3,0,2500
ALWAYSWANNAFLY,OverPower Cup #2,2017-07-18,2nd,2.0,,Minor,Gambit Esports,Team Empire,2,3,1000
ALWAYSWANNAFLY,ProDotA Cup Europe #20,2017-07-15,4th,4.0,,Minor,Gambit Esports,Double Dimension,1,2,0
ALWAYSWANNAFLY,ProDotA Cup Europe #19,2017-06-18,5 - 6th,5.0,6.0,Minor,Gambit Esports,Danish Bears,0,1,0
ALWAYSWANNAFLY,WellPlay Invitational #8,2017-06-08,5 - 6th,5.0,6.0,Minor,Gambit Esports,Danish Bears,1,2,0
ALWAYSWANNAFLY,ProDotA Cup Europe #18,2017-05-09,13 - 16th,13.0,16.0,Minor,Thug Life,Cyber Anji,0,1,0
ALWAYSWANNAFLY,ProDotA Cup Europe #17,2017-04-17,4th,4.0,,Minor,Comanche,Let's Do It,1,2,0
ALWAYSWANNAFLY,ProDotA Cup Europe #16,2017-03-29,1st,1.0,,Minor,F.R.I.E.N.D.S.,No Logic Gaming,3,2,2000
ALWAYSWANNAFLY,OverPower Cup #1,2017-03-21,2nd,2.0,,Minor,F.R.I.E.N.D.S.,Team Spirit,1,2,1000
ALWAYSWANNAFLY,Dota 2 Champions League Season 11,2017-03-20,9 - 16th,9.0,16.0,Minor,F.R.I.E.N.D.S.,Going in,0,1,0
ALWAYSWANNAFLY,ProDotA Cup Europe #15,2017-02-27,3rd,3.0,,Minor,Double Dimension,No Logic Gaming,0,2,500
ALWAYSWANNAFLY,Dota 2 Champions League Season 10,2017-02-16,5 - 8th,5.0,8.0,Minor,Vega Squadron,Horde,1,2,0
ALWAYSWANNAFLY,Dota2 Ice Cup,2017-01-29,13 - 16th,13.0,16.0,Minor,"Template:TeamIcon/effect, effect (old) (page does not exist)",Narwhal Kebabs,-,W,0
ALWAYSWANNAFLY,World Electronic Sports Games 2016,2017-01-13,13 - 16th,13.0,16.0,Premier,Ukraine,,,,0
ALWAYSWANNAFLY,Dota 2 Champions League Season 9,2016-11-08,9 - 16th,9.0,16.0,Minor,F.R.I.E.N.D.S.,Meow 111,0,1,0
ALWAYSWANNAFLY,ProDotA Cup Europe #11,2016-11-07,1st,1.0,,Minor,F.R.I.E.N.D.S.,Team Empire,3,1,3500
ALWAYSWANNAFLY,Dota 2 Champions League Season 8,2016-10-14,2nd,2.0,,Minor,F.R.I.E.N.D.S.,Flipsid3 Tactics,1,3,1500
ALWAYSWANNAFLY,WESG 2016 Europe & CIS Finals,2016-10-09,4th,4.0,,Major,Ukraine,Alliance,1,2,5994
ALWAYSWANNAFLY,ProDotA Cup Europe #10,2016-10-01,3rd,3.0,,Minor,F.R.I.E.N.D.S.,The Imperial,0,2,500
ALWAYSWANNAFLY,BTS Europe #4,2016-09-26,3 - 4th,3.0,4.0,Minor,F.R.I.E.N.D.S.,Virtus.pro,0,2,500
ALWAYSWANNAFLY,WCA2016 EU Main Qualifier,2016-08-28,5 - 6th,5.0,6.0,Major,Fantastic Five,Team Empire,0,2,1357
ALWAYSWANNAFLY,StarLadder i-League StarSeries Season 2,2016-07-23,4th,4.0,,Premier,F.R.I.E.N.D.S.,Fnatic,0,2,22500
ALWAYSWANNAFLY,ProDotA Cup Europe #7,2016-07-13,2nd,2.0,,Minor,Polarity,ALTERNATE aTTaX,2,3,1000
ALWAYSWANNAFLY,Loot Market Invitational,2016-07-12,1st,1.0,,Minor,Polarity,The Imperial,3,0,2500
ALWAYSWANNAFLY,WellPlay Invitational #2,2016-06-10,3rd,3.0,,Minor,Polarity,Danish Bears,0,2,0
ALWAYSWANNAFLY,WePlay Dota 2 League Season 3,2016-04-30,7 - 8th,7.0,8.0,Premier,Team Spirit,Evil Geniuses,1,2,5206
ALWAYSWANNAFLY,ProDotA Cup Europe #5,2016-04-22,2nd,2.0,,Minor,Team Spirit,Rebels,2,3,1500
ALWAYSWANNAFLY,DreamLeague Season 5 League Play,2016-04-21,7th,7.0,,Minor,Team Spirit,,,,5000
ALWAYSWANNAFLY,BTS Europe #3,2016-04-12,3 - 4th,3.0,4.0,Minor,Team Spirit,Polarity,1,2,1000
ALWAYSWANNAFLY,The Shanghai Major 2016,2016-03-02,13 - 16th,13.0,16.0,Premier,Team Spirit,CompLexity Gaming,0,1,30000
ALWAYSWANNAFLY,MarsTV Dota 2 League 2015 Winter,2016-01-27,9 - 10th,9.0,10.0,Premier,Team Spirit,,,,2776
ALWAYSWANNAFLY,StarLadder i-League StarSeries Season 1,2016-01-14,7 - 12th,7.0,12.0,Premier,Team Spirit,,,,5047
ALWAYSWANNAFLY,UCC Hitbox Championship,2016-01-03,3rd,3.0,,Minor,Team Spirit,Fantastic Five,0,2,500
ALWAYSWANNAFLY,ProDotA Cup Europe #1,2015-12-22,1st,1.0,,Minor,Team Spirit,STARK,3,0,3500
ALWAYSWANNAFLY,BTS Europe #1,2015-12-22,9 - 16th,9.0,16.0,Minor,Team Spirit,COOKISS,1,2,0
ALWAYSWANNAFLY,D2CL Christmas Charity Magic,2015-12-22,3 - 4th,3.0,4.0,Major,Team Spirit,Virtus.pro,0,2,5023
ALWAYSWANNAFLY,PGL Dota 2 Pro-AM,2015-11-24,1st,1.0,,Major,CIS Rejects,Team Empire,2,1,15000
ALWAYSWANNAFLY,Hitbox EU Championship #4,2015-11-22,4th,4.0,,Minor,CIS Rejects,No Logic Gaming,1,2,0
ALWAYSWANNAFLY,Dota 2 Champions League Season 6,2015-11-06,5 - 8th,5.0,8.0,Major,CIS Rejects,Team Liquid,1,2,0
ALWAYSWANNAFLY,Dota 2 Champions League Season 6,2015-10-22,13 - 16th,13.0,16.0,Major,Natus Vincere,4 Clover & Lepricon,1,2,0
ALWAYSWANNAFLY,NVIDIA Dota 2 CIS Cup Series Grand Final #1,2015-10-17,1st,1.0,,Monthly,CIS Rejects,Why You Pishesh?,2,0,1000
ALWAYSWANNAFLY,Game Show Global eSports Cup Season 1 CIS Qualifier,2015-10-04,1st,1.0,,Minor,CIS Rejects,,,,8500
ALWAYSWANNAFLY,World Cyber Arena 2015 - European Pro Qualifiers,2015-09-21,5 - 8th,5.0,8.0,Major,Team Empire,Ninjas in Pyjamas,0,2,3000
ALWAYSWANNAFLY,The International 2015,2015-08-04,9 - 12th,9.0,12.0,Premier,Team Empire,MVP Phoenix,0,2,221155
ALWAYSWANNAFLY,Esportal Dota 2 League,2015-07-05,2nd,2.0,,Premier,Team Empire,Virtus.pro,2,3,16000
ALWAYSWANNAFLY,MarsTV Dota 2 League 2015 Spring,2015-06-07,2nd,2.0,,Premier,Team Empire,Team Secret,1,3,48363
ALWAYSWANNAFLY,DreamLeague Season 3,2015-05-23,8th,8.0,,Premier,Team Empire,,,,0
ALWAYSWANNAFLY,Dota 2 Champions League Season 5,2015-05-10,1st,1.0,,Premier,Team Empire,Vici Gaming,3,0,39752
ALWAYSWANNAFLY,Dota Pit League Season 3,2015-05-05,9 - 10th,9.0,10.0,Premier,Team Empire,Team Tinker,1,2,0
ALWAYSWANNAFLY,joinDOTA MLG Pro League Season 1,2015-04-12,1st,1.0,,Premier,Team Empire,Evil Geniuses,2,1,34584
ALWAYSWANNAFLY,Major All Stars Dota 2 Tournament,2015-03-22,2nd,2.0,,Major,Team Empire,Invictus Gaming,0,2,16797
ALWAYSWANNAFLY,joinDOTA Masters XV,2015-01-25,1st,1.0,,Minor,Team Empire,Alliance,3,0,10000
ALWAYSWANNAFLY,Alienware Area 51 Dota 2 Cup,2015-01-22,3 - 4th,3.0,4.0,Minor,Team Empire,Ninjas in Pyjamas,1,2,1500
ALWAYSWANNAFLY,StarLadder StarSeries Season 11,2015-01-18,1st,1.0,,Premier,Team Empire,Virtus.pro Polar,3,1,38934
ALWAYSWANNAFLY,Esportal Dota 2 League Invitational Tournament 1,2014-12-14,1st,1.0,,Major,Team Empire,Virtus.pro Polar,3,2,8723
ALWAYSWANNAFLY,Dota Pit League Season 2,2014-12-02,9 - 16th,9.0,16.0,Premier,Team Empire,,,,0
ALWAYSWANNAFLY,Dota 2 Champions League Season 4,2014-11-02,3rd,3.0,,Premier,Team Empire,Team Tinker,1,2,11435
ALWAYSWANNAFLY,Excellent Moscow Cup 2,2014-10-29,1st,1.0,,Premier,Team Empire,Natus Vincere,3,1,37788
ALWAYSWANNAFLY,Game Show League Season 1,2014-09-13,3 - 4th,3.0,4.0,Major,Team Empire,Natus Vincere,1,2,7000
ALWAYSWANNAFLY,Megafon Battle Arena,2014-08-25,3 - 4th,3.0,4.0,Major,Team Empire,Team Tinker,0,2,0
ALWAYSWANNAFLY,The International 2014,2014-07-12,13 - 14th,13.0,14.0,Premier,Team Empire,,,,21848
ALWAYSWANNAFLY,Dota 2 Champions League Season 3,2014-06-25,1st,1.0,,Premier,Team Empire,Fnatic,3,2,33918
ALWAYSWANNAFLY,HyperX D2L Western Challenge,2014-06-23,4th,4.0,,Premier,Team Empire,Natus Vincere,0,2,5278
ALWAYSWANNAFLY,DreamLeague Season 1,2014-06-16,3rd,3.0,,Premier,Team Empire,Cloud9,1,2,31000
ALWAYSWANNAFLY,Excellent Moscow Cup,2014-05-18,1st,1.0,,Premier,Team Empire,Power Rangers,3,0,10063
ALWAYSWANNAFLY,Fragbite Masters 2014 Spring,2014-04-24,3 - 4th,3.0,4.0,Major,Team Empire,RoX,0,2,3000
ALWAYSWANNAFLY,StarLadder StarSeries Season 9,2014-04-20,2nd,2.0,,Premier,Team Empire,Team DK/Team DK,0,3,38000
ALWAYSWANNAFLY,MLG T.K.O. Europe,2014-04-16,2nd,2.0,,Major,Team Empire,Fnatic,1,3,8500
ALWAYSWANNAFLY,Dota 2 Champions League Season 2,2014-04-13,3rd,3.0,,Premier,Team Empire,Alliance,3,1,18750
ALWAYSWANNAFLY,Techlabs Cup 2014 Season 1,2014-04-05,1st,1.0,,Major,Team Empire,NEXT.kz,2,0,10000
ALWAYSWANNAFLY,Electronic Sports Prime Shock Therapy Cup,2014-02-08,2nd,2.0,,Major,Team Empire,S A D B O Y S,0,3,2000
ALWAYSWANNAFLY,EIZO Cup #11,2014-02-03,1st,1.0,,Monthly,Team Empire,Speed Gaming/Speed Gaming.int,2,0,1367
ALWAYSWANNAFLY,CIS Carnage 2014,2014-01-29,1st,1.0,,Minor,Team Empire,Relax,2,1,2500
ALWAYSWANNAFLY,StarLadder StarSeries Season 8,2014-01-19,5 - 16th,5.0,16.0,Premier,Team Empire,,,,0
ALWAYSWANNAFLY,Pinnacle Pro-Am,2014-01-05,5 - 8th,5.0,8.0,Major,Team Empire,Sigma.int,0,2,0
ALWAYSWANNAFLY,Netolic Pro League #4 West,2013-12-12,5 - 6th,5.0,6.0,Major,Team Empire,Super Strong Dinosaurs,0,1,0
ALWAYSWANNAFLY,Netolic Pro League #4 West: Fifth Cup,2013-12-04,5 - 8th,5.0,8.0,Minor,Team Empire,Super Strong Dinosaurs,1,2,0
ALWAYSWANNAFLY,Netolic Pro League #4 West: Fourth Cup,2013-12-03,2nd,2.0,,Minor,Team Empire,Super Strong Dinosaurs,0,2,0
ALWAYSWANNAFLY,Netolic Pro League #4 West: Third Cup,2013-11-20,5 - 8th,5.0,8.0,Minor,Team Empire,RoX,1,2,0
ALWAYSWANNAFLY,Techlabs Cup 2013 Grand Final,2013-11-17,2nd,2.0,,Premier,Team Empire,Natus Vincere,1,2,7500
ALWAYSWANNAFLY,Netolic Pro League #4 West: Second Cup,2013-11-11,3 - 4th,3.0,4.0,Minor,Team Empire,Mousesports,0,2,0
ALWAYSWANNAFLY,Electronic Sports World Cup 2013,2013-11-03,1st,1.0,,Premier,Team Empire,Evil Geniuses,2,0,12500
ALWAYSWANNAFLY,WePlay Dota2 League Season 2,2013-10-24,4th,4.0,,Premier,Team Empire,Team Liquid,1,2,2000
ALWAYSWANNAFLY,Netolic Pro League #4 West: First Cup,2013-10-20,3 - 4th,3.0,4.0,Minor,Team Empire,Speed Gaming/Speed Gaming.int,1,2,0
ALWAYSWANNAFLY,StarLadder StarSeries Season 7,2013-10-12,3rd,3.0,,Premier,Team Empire,Natus Vincere,0,2,3000
ALWAYSWANNAFLY,Bigpoint Battle #8,2013-09-26,3 - 4th,3.0,4.0,Monthly,Team Empire,Super Strong Dinosaurs,0,1,0
ALWAYSWANNAFLY,Techlabs Cup 2013 Season 2,2013-08-31,1st,1.0,,Major,Terrible Terrible Damage,Power Rangers,2,0,5000
ALWAYSWANNAFLY,Corsair Gaming Summer Tournament 2013,2013-07-26,4th,4.0,,Major,ICCup,Mousesports,1,2,0
ALWAYSWANNAFLY,The Defense Season 4,2013-07-18,5 - 6th,5.0,6.0,Premier,ICCup,Team Liquid,0,2,0
ALWAYSWANNAFLY,StarLadder StarSeries Season 6,2013-07-07,2nd,2.0,,Premier,ICCup,Alliance,0,3,6000
ALWAYSWANNAFLY,EIZO Cup #4,2013-05-26,1st,1.0,,Monthly,ICCup,RoX,2,0,1616
ALWAYSWANNAFLY,atoD Showdown 3,2013-05-02,7 - 10th,7.0,10.0,Minor,ICCup,Mousesports,0,1,0
ALWAYSWANNAFLY,Techlabs Cup 2013 Season 1,2013-03-23,2nd,2.0,,Major,ICCup,Team Empire,1,2,3000
ALWAYSWANNAFLY,StarLadder ProSeries Season 5,2013-03-17,1st,1.0,,Minor,ICCup,Vivacity E-Sports,2,0,700
ALWAYSWANNAFLY,StarLadder StarSeries Season 4,2012-12-23,5 - 16th,5.0,16.0,Premier,ILuminate,,,,0
ALWAYSWANNAFLY,ASUS Open 2012 Finals,2012-12-16,4th,4.0,,Premier,Wzriv Paketi,Natus Vincere,0,2,2000
ALWAYSWANNAFLY,The Defense Season 2,2012-08-12,13 - 16th,13.0,16.0,Premier,Team Empire,PotM Bottom,1,2,0
ALWAYSWANNAFLY,StarLadder StarSeries Season 2,2012-07-12,5th,5.0,,Premier,Team Empire,,,,500
ALWAYSWANNAFLY,ASUS Open 2012 Spring Cup,2012-05-13,1st,1.0,,Minor,DTS Gaming,Mousesports,2,0,1320
ALWAYSWANNAFLY,Dota2 Star Championship,2011-12-11,1st,1.0,,Premier,The Retry,Natus Vincere,2,1,10000
Ame,China Dota2 Supermajor,2018-06-10,3rd,3.0,,Premier,LGD Gaming,Virtus.pro,1,2,150000
Ame,MDL Changsha Major,2018-05-20,1st,1.0,,Premier,LGD Gaming,VGJ.Storm,3,0,400000
Ame,EPICENTER XL,2018-05-06,1st,1.0,,Premier,LGD Gaming,Team Liquid,3,1,500000
Ame,Dota2 Professional League Season 5 (2018 S1) - Top,2018-04-22,5th,5.0,,Major,LGD Gaming,Keen Gaming,2,0,9532
Ame,Dota 2 Asia Championships 2018,2018-04-07,2nd,2.0,,Premier,LGD Gaming,Mineski,2,3,135000
Ame,ESL One Katowice 2018,2018-02-22,9 - 12th,9.0,12.0,Premier,LGD Gaming,Newbee,1,2,10000
Ame,StarLadder i-League Invitational Season 4,2018-02-04,2nd,2.0,,Major,LGD Gaming,Team Liquid,1,3,60000
Ame,DOTA Summit 8,2017-12-15,8 - 9th,8.0,9.0,Major,LGD Gaming,,,,6000
Ame,MDL Macau,2017-12-09,5 - 9th,5.0,9.0,Major,LGD Gaming,,,,9000
Ame,Perfect World Masters,2017-11-20,9 - 10th,9.0,10.0,Major,LGD Gaming,,,,3000
Ame,Dota2 Professional League Season 4 (2017 S2) - Top,2017-11-10,5 - 6th,5.0,6.0,Major,LGD Gaming,Newbee,0,2,9789
Ame,PGL Open Bucharest,2017-10-22,2nd,2.0,,Major,LGD Gaming,Mineski,0,2,65000
Ame,The International 2017,2017-08-11,4th,4.0,,Premier,LGD Gaming,Team Liquid,0,2,1728154
Ame,Mars Dota 2 League 2017,2017-07-09,1st,1.0,,Premier,LGD Gaming,LGD.Forever Young,3,2,112500
Ame,DOTA Summit 7,2017-06-18,3rd,3.0,,Premier,LGD Gaming,Virtus.pro,0,2,10500
Ame,Dota2 Professional League Season 3 (2017 S1) - Top,2017-04-16,2nd,2.0,,Major,LGD Gaming,Newbee,1,3,18149
Ame,Dota2 Professional League Season 2 - Top,2016-12-31,3rd,3.0,,Major,LGD Gaming,IG Vitality,0,2,70000
Ame,The Boston Major 2016,2016-12-08,9 - 16th,9.0,16.0,Premier,LGD Gaming,LGD.Forever Young,0,2,62500
Ame,Dota2 ACE - Provisional,2016-11-20,4th,4.0,,Major,LGD Gaming,Invictus Gaming,1,2,4355
Ame,WCA2016 CN Qualifiers S3,2016-11-12,2nd,2.0,,Major,LGD Gaming,Newbee,1,2,14680
Ame,StarLadder i-League StarSeries Season 2,2016-07-22,7 - 8th,7.0,8.0,Premier,CDEC Youth,Fnatic,1,2,7500
Ame,Dota2 Professional League Season 1,2016-07-17,10th,10.0,,Major,CDEC Youth,Vici Gaming,2,0,14000
Ame,WCA2016 CN Qualifiers S2,2016-07-15,3rd,3.0,,Major,CDEC Youth,TongFu,2,0,7495
Ame,Nanyang Dota 2 Championships Season 2,2016-07-09,4th,4.0,,Premier,CDEC Youth,LGD Gaming,0,2,10102
Ame,G-League 2016,2016-07-01,9 - 16th,9.0,16.0,Major,CDEC Youth,IG Vitality,-,W,0
Ame,H-Cup Season 7,2016-06-16,5 - 8th,5.0,8.0,Weekly,CDEC Youth,,,,0
Ame,H-Cup Season 6,2016-04-26,2nd,2.0,,Weekly,CDEC Youth,Newbee,0,2,770
Ame,WCA2016 CN Qualifiers S1,2016-04-10,4th,4.0,,Major,CDEC Youth,TongFu,0,2,1528
Ame,H-Cup Season 5,2016-04-07,5 - 8th,5.0,8.0,Weekly,CDEC Youth,,,,0
Ame,H-Cup Season 4,2016-04-04,4th,4.0,,Weekly,CDEC Youth,Invictus Gaming,0,2,307
Ame,ECL 2015 Dota 2 Autumn,2015-12-30,2nd,2.0,,Major,CDEC Youth,CDEC Gaming,0,2,7704
Ame,Shanghai Dota 2 Open Qualifier,2015-12-29,6th,6.0,,Minor,CDEC Youth,,,,0
Ame,Dota 2 Radiant & Dire Cup 2015,2015-12-27,2nd,2.0,,Major,CDEC Youth,EHOME,1,2,30965
amoment,SAE Dota League Germany Season 2,2017-07-31,7th,7.0,,Minor,Die Dotaspieler,,,,284
amoment,Click-Storm DOTA 2 League #1,2016-02-23,9 - 16th,9.0,16.0,Minor,Samurai Champloo,EhShasBi,1,2,0
amoment,ProDotA Cup Europe #3,2016-02-21,3rd,3.0,,Minor,Samurai Champloo,Prodota Gaming,0,2,500
amoment,GameOn Invitational,2016-02-09,5 - 8th,5.0,8.0,Minor,Samurai Champloo,Power Rangers,0,2,0
amoment,ProDotA Cup Europe #2,2016-01-28,4th,4.0,,Minor,Samurai Champloo,RoX,0,2,0
amoment,StarLadder ProSeries Season 13,2015-12-23,5 - 8th,5.0,8.0,Minor,Saphira.tv,Siberian Valenki,0,3,0
amoment,Mount Hermon Charity Tournament,2015-12-19,4th,4.0,,Minor,Saphira.tv,Enso,0,2,0
amoment,ProDotA National Cup,2015-11-05,13 - 16th,13.0,16.0,Minor,Germany,Finland,0,2,0
amoment,PGL Dota 2 Pro-AM Qualifier #4,2015-10-26,5 - 8th,5.0,8.0,Minor,Saphira.tv,NoLifer5,1,2,0
amoment,GIGABYTE Challenge #16,2015-06-26,9 - 16th,9.0,16.0,Monthly,GOOMBA Gaming,YOU ONLY LAUGH ONCE,0,1,0
amoment,Game Show Invitational,2015-06-23,7 - 8th,7.0,8.0,Minor,GOOMBA Gaming,Burden United,1,2,0
amoment,FirstGameTV Dota 2 Cup,2015-06-06,4th,4.0,,Minor,GOOMBA Gaming,4 Anchors + Sea Captain,0,2,450
